Loan_ID,Agent_ID,Report_Month,Outstanding_Amount,Days_Past_Due,Missed_EMIs,Contact_Response,Recovery_Status,Amount_Recovered
LN20336,AGT148,2026-03-01,7805.22,60,3,No Answer,Unpaid,0.0
LN20337,AGT125,2026-03-01,1186.66,0,0,Promise To Pay,Paid,1186.66
LN20338,AGT166,2026-03-01,5339.27,0,0,No Answer,Paid,5339.27
LN20339,AGT133,2026-03-01,11664.46,60,3,Promise To Pay,Partial,3499.34
LN20340,AGT172,2026-03-01,6266.11,15,1,Responsive,Partial,3133.05
LN20341,AGT126,2026-03-01,3136.34,15,1,Promise To Pay,Partial,940.9
LN20342,AGT147,2026-03-01,5860.22,15,1,No Answer,Unpaid,0.0
LN20343,AGT164,2026-03-01,11410.88,15,1,No Answer,Unpaid,0.0
LN20344,AGT168,2026-03-01,8489.91,0,0,No Answer,Paid,8489.91
LN20345,AGT101,2026-03-01,3455.51,30,2,No Answer,Unpaid,0.0
LN20346,AGT123,2026-03-01,6152.62,0,0,No Answer,Paid,6152.62
LN20347,AGT114,2026-03-01,3202.42,0,0,No Answer,Paid,3202.42
LN20348,AGT169,2026-03-01,3366.01,15,1,No Answer,Unpaid,0.0
LN20349,AGT106,2026-03-01,27042.24,30,2,Responsive,Partial,13521.12
LN20350,AGT127,2026-03-01,33482.87,90,4,Promise To Pay,Partial,10044.86
LN20351,AGT173,2026-03-01,21617.47,60,3,No Answer,Unpaid,0.0
LN20352,AGT145,2026-03-01,8570.77,0,0,Responsive,Paid,8570.77
LN20353,AGT165,2026-03-01,6959.06,0,0,Promise To Pay,Paid,6959.06
LN20354,AGT119,2026-03-01,26380.97,0,0,Responsive,Paid,26380.97
LN20355,AGT102,2026-03-01,10857.45,0,0,Promise To Pay,Paid,10857.45
LN20356,AGT102,2026-03-01,19725.8,15,1,Responsive,Paid,19725.8
LN20357,AGT104,2026-03-01,8778.32,30,2,Promise To Pay,Partial,2633.5
LN20358,AGT173,2026-03-01,11424.9,0,0,Responsive,Paid,11424.9
LN20359,AGT160,2026-03-01,31451.97,90,4,Promise To Pay,Partial,9435.59
LN20360,AGT158,2026-03-01,7509.9,15,1,Promise To Pay,Partial,2252.97
LN20361,AGT149,2026-03-01,9650.27,0,0,No Answer,Paid,9650.27
LN20362,AGT162,2026-03-01,20328.73,30,2,No Answer,Unpaid,0.0
LN20363,AGT172,2026-03-01,4621.74,30,2,No Answer,Unpaid,0.0
LN20364,AGT167,2026-03-01,35599.43,60,3,Promise To Pay,Partial,10679.83
LN20365,AGT172,2026-03-01,7812.39,0,0,Promise To Pay,Paid,7812.39
LN20366,AGT156,2026-03-01,6799.9,0,0,Promise To Pay,Paid,6799.9
LN20367,AGT149,2026-03-01,2370.8,0,0,No Answer,Paid,2370.8
LN20368,AGT101,2026-03-01,7938.47,0,0,Promise To Pay,Paid,7938.47
LN20369,AGT145,2026-03-01,16386.89,30,2,No Answer,Unpaid,0.0
LN20370,AGT127,2026-03-01,14101.96,30,2,No Answer,Unpaid,0.0
LN20371,AGT157,2026-03-01,9998.41,0,0,No Answer,Paid,9998.41
LN20372,AGT105,2026-03-01,13354.87,0,0,Responsive,Paid,13354.87
LN20373,AGT139,2026-03-01,23765.41,60,3,Responsive,Partial,11882.7
LN20374,AGT107,2026-03-01,11206.03,15,1,No Answer,Unpaid,0.0
LN20375,AGT127,2026-03-01,6362.08,0,0,Responsive,Paid,6362.08
LN20376,AGT114,2026-03-01,3521.68,0,0,No Answer,Paid,3521.68
LN20377,AGT154,2026-03-01,24182.13,15,1,No Answer,Unpaid,0.0
LN20378,AGT100,2026-03-01,51343.07,30,2,No Answer,Unpaid,0.0
LN20379,AGT129,2026-03-01,5643.36,0,0,Promise To Pay,Paid,5643.36
LN20380,AGT101,2026-03-01,37861.47,90,4,Responsive,Partial,18930.74
LN20381,AGT118,2026-03-01,7261.13,0,0,Responsive,Paid,7261.13
LN20382,AGT103,2026-03-01,68216.89,60,3,Responsive,Partial,34108.44
LN20383,AGT109,2026-03-01,10083.9,0,0,Responsive,Paid,10083.9
LN20384,AGT100,2026-03-01,30013.65,30,2,No Answer,Unpaid,0.0
LN20385,AGT119,2026-03-01,10503.55,15,1,Promise To Pay,Partial,3151.06
LN20386,AGT102,2026-03-01,8464.13,15,1,Promise To Pay,Partial,2539.24
LN20387,AGT131,2026-03-01,12446.07,0,0,No Answer,Paid,12446.07
LN20388,AGT126,2026-03-01,23160.3,15,1,No Answer,Unpaid,0.0
LN20389,AGT171,2026-03-01,11312.68,0,0,Responsive,Paid,11312.68
LN20390,AGT170,2026-03-01,5565.18,0,0,No Answer,Paid,5565.18
LN20391,AGT160,2026-03-01,2059.8,0,0,Responsive,Paid,2059.8
LN20392,AGT155,2026-03-01,12204.72,90,4,No Answer,Unpaid,0.0
LN20393,AGT155,2026-03-01,5243.02,0,0,Promise To Pay,Paid,5243.02
LN20394,AGT113,2026-03-01,3759.85,0,0,Responsive,Paid,3759.85
LN20395,AGT166,2026-03-01,20262.12,15,1,Responsive,Partial,10131.06
LN20396,AGT122,2026-03-01,7709.11,0,0,Promise To Pay,Paid,7709.11
LN20397,AGT124,2026-03-01,32914.87,0,0,Responsive,Paid,32914.87
LN20398,AGT147,2026-03-01,39883.08,0,0,Responsive,Paid,39883.08
LN20399,AGT172,2026-03-01,4971.1,0,0,Promise To Pay,Paid,4971.1
LN20400,AGT123,2026-03-01,10367.14,15,1,Promise To Pay,Partial,3110.14
LN20401,AGT161,2026-03-01,41763.63,90,4,Responsive,Partial,20881.81
LN20402,AGT133,2026-03-01,25848.45,60,3,No Answer,Unpaid,0.0
LN20403,AGT128,2026-03-01,7364.64,0,0,Responsive,Paid,7364.64
LN20404,AGT113,2026-03-01,36294.99,30,2,Responsive,Paid,36294.99
LN20405,AGT167,2026-03-01,6373.21,0,0,Promise To Pay,Paid,6373.21
LN20406,AGT164,2026-03-01,13997.43,30,2,No Answer,Unpaid,0.0
LN20407,AGT121,2026-03-01,48162.88,60,3,Responsive,Paid,48162.88
LN20408,AGT122,2026-03-01,8564.32,30,2,No Answer,Unpaid,0.0
LN20409,AGT166,2026-03-01,16250.8,30,2,Responsive,Partial,8125.4
LN20410,AGT104,2026-03-01,2631.69,0,0,No Answer,Paid,2631.69
LN20411,AGT165,2026-03-01,6091.45,30,2,Promise To Pay,Partial,1827.43
LN20412,AGT102,2026-03-01,9559.74,0,0,No Answer,Paid,9559.74
LN20413,AGT161,2026-03-01,6685.99,0,0,Responsive,Paid,6685.99
LN20414,AGT115,2026-03-01,53035.84,0,0,Responsive,Paid,53035.84
LN20415,AGT146,2026-03-01,13448.16,0,0,Responsive,Paid,13448.16
LN20416,AGT111,2026-03-01,19628.23,90,4,Promise To Pay,Partial,5888.47
LN20417,AGT118,2026-03-01,5659.22,15,1,No Answer,Unpaid,0.0
LN20418,AGT174,2026-03-01,43426.3,60,3,No Answer,Unpaid,0.0
LN20419,AGT149,2026-03-01,65564.54,60,3,Responsive,Paid,65564.54
LN20420,AGT117,2026-03-01,2127.58,0,0,No Answer,Paid,2127.58
LN20421,AGT128,2026-03-01,13325.83,0,0,No Answer,Paid,13325.83
LN20422,AGT145,2026-03-01,10739.06,0,0,Promise To Pay,Paid,10739.06
LN20423,AGT146,2026-03-01,1254.75,15,1,Promise To Pay,Partial,376.43
LN20424,AGT122,2026-03-01,11844.08,15,1,No Answer,Unpaid,0.0
LN20425,AGT137,2026-03-01,6307.03,15,1,Promise To Pay,Partial,1892.11
LN20426,AGT119,2026-03-01,26376.57,30,2,No Answer,Unpaid,0.0
LN20427,AGT115,2026-03-01,11850.5,0,0,Responsive,Paid,11850.5
LN20428,AGT113,2026-03-01,14420.64,0,0,Responsive,Paid,14420.64
LN20429,AGT156,2026-03-01,3265.41,30,2,Promise To Pay,Partial,979.62
LN20430,AGT105,2026-03-01,1150.33,0,0,Responsive,Paid,1150.33
LN20431,AGT103,2026-03-01,10361.43,0,0,Responsive,Paid,10361.43
LN20432,AGT131,2026-03-01,4112.32,15,1,No Answer,Unpaid,0.0
LN20433,AGT166,2026-03-01,6599.75,0,0,Responsive,Paid,6599.75
LN20434,AGT165,2026-03-01,24837.66,60,3,Responsive,Paid,24837.66
LN20435,AGT153,2026-03-01,30613.41,0,0,Promise To Pay,Paid,30613.41
LN20436,AGT159,2026-03-01,6497.23,15,1,Promise To Pay,Partial,1949.17
LN20437,AGT119,2026-03-01,12821.64,15,1,Responsive,Partial,6410.82
LN20438,AGT119,2026-03-01,16915.85,30,2,Responsive,Paid,16915.85
LN20439,AGT137,2026-03-01,81451.26,60,3,Responsive,Partial,40725.63
LN20440,AGT101,2026-03-01,16494.96,0,0,Responsive,Paid,16494.96
LN20441,AGT157,2026-03-01,24385.76,60,3,Promise To Pay,Partial,7315.73
LN20442,AGT158,2026-03-01,5095.61,0,0,No Answer,Paid,5095.61
LN20443,AGT113,2026-03-01,15358.26,0,0,Responsive,Paid,15358.26
LN20444,AGT113,2026-03-01,6359.52,15,1,No Answer,Unpaid,0.0
LN20445,AGT110,2026-03-01,3224.65,0,0,No Answer,Paid,3224.65
LN20446,AGT152,2026-03-01,71026.66,30,2,No Answer,Unpaid,0.0
LN20447,AGT122,2026-03-01,22345.67,0,0,No Answer,Paid,22345.67
LN20448,AGT117,2026-03-01,4823.25,0,0,Responsive,Paid,4823.25
LN20449,AGT135,2026-03-01,34028.69,30,2,Responsive,Paid,34028.69
LN20450,AGT138,2026-03-01,9265.87,60,3,Promise To Pay,Partial,2779.76
LN20451,AGT121,2026-03-01,45139.79,60,3,Responsive,Partial,22569.9
LN20452,AGT171,2026-03-01,2735.4,0,0,No Answer,Paid,2735.4
LN20453,AGT164,2026-03-01,12711.6,0,0,No Answer,Paid,12711.6
LN20454,AGT105,2026-03-01,4310.6,0,0,Responsive,Paid,4310.6
LN20455,AGT130,2026-03-01,13694.48,15,1,No Answer,Unpaid,0.0
LN20456,AGT151,2026-03-01,19280.91,30,2,Responsive,Partial,9640.45
LN20457,AGT102,2026-03-01,11027.07,0,0,Promise To Pay,Paid,11027.07
LN20458,AGT109,2026-03-01,14816.51,90,4,Responsive,Partial,7408.26
LN20459,AGT119,2026-03-01,21179.1,0,0,No Answer,Paid,21179.1
LN20460,AGT134,2026-03-01,9496.54,0,0,Responsive,Paid,9496.54
LN20461,AGT109,2026-03-01,1660.24,15,1,No Answer,Unpaid,0.0
LN20462,AGT102,2026-03-01,5394.72,0,0,No Answer,Paid,5394.72
LN20463,AGT138,2026-03-01,3948.4,0,0,Promise To Pay,Paid,3948.4
LN20464,AGT105,2026-03-01,3273.22,0,0,Promise To Pay,Paid,3273.22
LN20465,AGT112,2026-03-01,1410.89,0,0,No Answer,Paid,1410.89
LN20466,AGT151,2026-03-01,20888.73,0,0,Promise To Pay,Paid,20888.73
LN20467,AGT174,2026-03-01,15232.35,0,0,Responsive,Paid,15232.35
LN20468,AGT133,2026-03-01,3667.04,30,2,Responsive,Partial,1833.52
LN20469,AGT140,2026-03-01,1414.19,15,1,Responsive,Partial,707.1
LN20470,AGT164,2026-03-01,4203.59,0,0,Promise To Pay,Paid,4203.59
LN20471,AGT171,2026-03-01,17121.64,0,0,Responsive,Paid,17121.64
LN20472,AGT147,2026-03-01,86183.11,30,2,Promise To Pay,Partial,25854.93
LN20473,AGT166,2026-03-01,4210.01,0,0,No Answer,Paid,4210.01
LN20474,AGT144,2026-03-01,4456.27,0,0,Responsive,Paid,4456.27
LN20475,AGT144,2026-03-01,11156.18,15,1,Responsive,Partial,5578.09
LN20476,AGT111,2026-03-01,5782.94,0,0,Responsive,Paid,5782.94
LN20477,AGT160,2026-03-01,3155.84,0,0,Promise To Pay,Paid,3155.84
LN20478,AGT156,2026-03-01,11294.56,0,0,Responsive,Paid,11294.56
LN20479,AGT118,2026-03-01,8357.02,0,0,No Answer,Paid,8357.02
LN20480,AGT121,2026-03-01,32940.57,60,3,Responsive,Partial,16470.28
LN20481,AGT166,2026-03-01,9627.01,15,1,Promise To Pay,Partial,2888.1
LN20482,AGT169,2026-03-01,32021.1,30,2,Responsive,Paid,32021.1
LN20483,AGT142,2026-03-01,5840.35,0,0,Responsive,Paid,5840.35
LN20484,AGT161,2026-03-01,11329.38,15,1,Promise To Pay,Partial,3398.81
LN20485,AGT129,2026-03-01,4910.65,30,2,No Answer,Unpaid,0.0
LN20486,AGT174,2026-03-01,7724.01,30,2,No Answer,Unpaid,0.0
LN20487,AGT168,2026-03-01,5486.0,30,2,Promise To Pay,Partial,1645.8
LN20488,AGT143,2026-03-01,12957.7,30,2,Responsive,Partial,6478.85
LN20489,AGT150,2026-03-01,6216.63,0,0,Promise To Pay,Paid,6216.63
LN20490,AGT108,2026-03-01,6118.78,0,0,Responsive,Paid,6118.78
LN20491,AGT172,2026-03-01,6218.64,15,1,Responsive,Paid,6218.64
LN20492,AGT164,2026-03-01,13662.83,0,0,Promise To Pay,Paid,13662.83
LN20493,AGT149,2026-03-01,15929.13,15,1,No Answer,Unpaid,0.0
LN20494,AGT151,2026-03-01,42863.93,90,4,No Answer,Unpaid,0.0
LN20495,AGT142,2026-03-01,2972.01,30,2,Responsive,Partial,1486.01
LN20496,AGT117,2026-03-01,35242.38,0,0,Promise To Pay,Paid,35242.38
LN20497,AGT130,2026-03-01,24512.35,0,0,Promise To Pay,Paid,24512.35
LN20498,AGT127,2026-03-01,2422.27,0,0,Promise To Pay,Paid,2422.27
LN20499,AGT139,2026-03-01,5337.48,0,0,Responsive,Paid,5337.48
LN20500,AGT139,2026-03-01,5914.88,0,0,Promise To Pay,Paid,5914.88
LN20501,AGT112,2026-03-01,127001.15,60,3,Promise To Pay,Partial,38100.34
LN20502,AGT140,2026-03-01,7710.42,0,0,Responsive,Paid,7710.42
LN20503,AGT144,2026-03-01,10012.89,15,1,No Answer,Unpaid,0.0
LN20504,AGT147,2026-03-01,12387.64,0,0,Promise To Pay,Paid,12387.64
LN20505,AGT128,2026-03-01,72122.69,30,2,No Answer,Unpaid,0.0
LN20506,AGT145,2026-03-01,56529.15,90,4,No Answer,Unpaid,0.0
LN20507,AGT122,2026-03-01,9756.11,0,0,Responsive,Paid,9756.11
LN20508,AGT130,2026-03-01,3863.88,60,3,Responsive,Paid,3863.88
LN20509,AGT160,2026-03-01,5257.87,0,0,No Answer,Paid,5257.87
LN20510,AGT161,2026-03-01,96062.47,60,3,No Answer,Unpaid,0.0
LN20511,AGT128,2026-03-01,10035.8,30,2,Responsive,Paid,10035.8
LN20512,AGT162,2026-03-01,7529.16,30,2,Promise To Pay,Partial,2258.75
LN20513,AGT104,2026-03-01,7809.05,0,0,No Answer,Paid,7809.05
LN20514,AGT101,2026-03-01,16132.89,15,1,No Answer,Unpaid,0.0
LN20515,AGT134,2026-03-01,5927.82,0,0,Responsive,Paid,5927.82
LN20516,AGT122,2026-03-01,7178.83,15,1,No Answer,Unpaid,0.0
LN20517,AGT122,2026-03-01,21283.35,60,3,Promise To Pay,Partial,6385.0
LN20518,AGT128,2026-03-01,11937.95,15,1,Promise To Pay,Partial,3581.39
LN20519,AGT137,2026-03-01,20018.02,30,2,Promise To Pay,Partial,6005.41
LN20520,AGT123,2026-03-01,23104.41,0,0,Promise To Pay,Paid,23104.41
LN20521,AGT159,2026-03-01,11247.22,0,0,Responsive,Paid,11247.22
LN20522,AGT114,2026-03-01,9842.15,30,2,Responsive,Paid,9842.15
LN20523,AGT114,2026-03-01,21745.8,15,1,Responsive,Partial,10872.9
LN20524,AGT107,2026-03-01,11121.69,60,3,Responsive,Partial,5560.85
LN20525,AGT168,2026-03-01,1671.89,0,0,Promise To Pay,Paid,1671.89
LN20526,AGT167,2026-03-01,20534.76,15,1,Responsive,Paid,20534.76
LN20527,AGT113,2026-03-01,7392.71,30,2,Promise To Pay,Partial,2217.81
LN20528,AGT109,2026-03-01,12180.16,60,3,Promise To Pay,Partial,3654.05
LN20529,AGT165,2026-03-01,4321.21,0,0,No Answer,Paid,4321.21
LN20530,AGT104,2026-03-01,45933.38,15,1,Responsive,Paid,45933.38
LN20531,AGT104,2026-03-01,12534.45,15,1,Promise To Pay,Partial,3760.34
LN20532,AGT152,2026-03-01,15449.85,30,2,No Answer,Unpaid,0.0
LN20533,AGT140,2026-03-01,17984.42,30,2,Promise To Pay,Partial,5395.33
LN20534,AGT136,2026-03-01,27344.29,0,0,No Answer,Paid,27344.29
LN20535,AGT146,2026-03-01,22715.99,30,2,Promise To Pay,Partial,6814.8
LN20536,AGT110,2026-03-01,8918.98,0,0,Promise To Pay,Paid,8918.98
LN20537,AGT163,2026-03-01,6382.05,0,0,Responsive,Paid,6382.05
LN20538,AGT153,2026-03-01,3950.43,0,0,No Answer,Paid,3950.43
LN20539,AGT155,2026-03-01,1307.48,15,1,Promise To Pay,Partial,392.24
LN20540,AGT100,2026-03-01,44438.19,30,2,Responsive,Paid,44438.19
LN20541,AGT120,2026-03-01,10915.73,15,1,Promise To Pay,Partial,3274.72
LN20542,AGT144,2026-03-01,21326.24,0,0,No Answer,Paid,21326.24
LN20543,AGT170,2026-03-01,48183.26,0,0,Responsive,Paid,48183.26
LN20544,AGT156,2026-03-01,5916.45,30,2,No Answer,Unpaid,0.0
LN20545,AGT119,2026-03-01,49330.68,90,4,Responsive,Partial,24665.34
LN20546,AGT140,2026-03-01,12168.15,30,2,Promise To Pay,Partial,3650.44
LN20547,AGT130,2026-03-01,35411.25,0,0,Responsive,Paid,35411.25
LN20548,AGT147,2026-03-01,22968.75,30,2,No Answer,Unpaid,0.0
LN20549,AGT163,2026-03-01,7941.07,0,0,Promise To Pay,Paid,7941.07
LN20550,AGT162,2026-03-01,14533.65,30,2,No Answer,Unpaid,0.0
LN20551,AGT152,2026-03-01,12986.14,30,2,Promise To Pay,Partial,3895.84
LN20552,AGT158,2026-03-01,8090.35,15,1,No Answer,Unpaid,0.0
LN20553,AGT172,2026-03-01,8893.9,0,0,No Answer,Paid,8893.9
LN20554,AGT119,2026-03-01,7726.23,15,1,No Answer,Unpaid,0.0
LN20555,AGT172,2026-03-01,78055.83,30,2,No Answer,Unpaid,0.0
LN20556,AGT137,2026-03-01,1561.79,0,0,No Answer,Paid,1561.79
LN20557,AGT164,2026-03-01,28163.59,60,3,Promise To Pay,Partial,8449.08
LN20558,AGT104,2026-03-01,28622.87,30,2,No Answer,Unpaid,0.0
LN20559,AGT101,2026-03-01,9420.87,0,0,No Answer,Paid,9420.87
LN20560,AGT150,2026-03-01,5469.31,15,1,Responsive,Paid,5469.31
LN20561,AGT137,2026-03-01,13953.83,15,1,Responsive,Paid,13953.83
LN20562,AGT170,2026-03-01,18321.0,0,0,Promise To Pay,Paid,18321.0
LN20563,AGT112,2026-03-01,5739.68,15,1,Responsive,Paid,5739.68
LN20564,AGT130,2026-03-01,10714.24,15,1,No Answer,Unpaid,0.0
LN20565,AGT150,2026-03-01,8209.76,0,0,Promise To Pay,Paid,8209.76
LN20566,AGT167,2026-03-01,6040.0,30,2,Promise To Pay,Partial,1812.0
LN20567,AGT162,2026-03-01,31212.23,0,0,Promise To Pay,Paid,31212.23
LN20568,AGT124,2026-03-01,12656.14,15,1,Promise To Pay,Partial,3796.84
LN20569,AGT101,2026-03-01,1556.13,15,1,No Answer,Unpaid,0.0
LN20570,AGT138,2026-03-01,65654.72,30,2,No Answer,Unpaid,0.0
LN20571,AGT130,2026-03-01,5984.42,15,1,Promise To Pay,Partial,1795.33
LN20572,AGT152,2026-03-01,24536.95,30,2,No Answer,Unpaid,0.0
LN20573,AGT148,2026-03-01,27644.04,60,3,Responsive,Partial,13822.02
LN20574,AGT155,2026-03-01,12476.17,0,0,No Answer,Paid,12476.17
LN20575,AGT116,2026-03-01,11261.53,0,0,No Answer,Paid,11261.53
LN20576,AGT115,2026-03-01,27454.48,90,4,No Answer,Unpaid,0.0
LN20577,AGT137,2026-03-01,6361.13,0,0,Promise To Pay,Paid,6361.13
LN20578,AGT101,2026-03-01,14949.03,60,3,Promise To Pay,Partial,4484.71
LN20579,AGT170,2026-03-01,6303.65,0,0,Responsive,Paid,6303.65
LN20580,AGT143,2026-03-01,10466.82,15,1,Promise To Pay,Partial,3140.05
LN20581,AGT115,2026-03-01,6885.91,90,4,Promise To Pay,Partial,2065.77
LN20582,AGT104,2026-03-01,62400.7,90,4,No Answer,Unpaid,0.0
LN20583,AGT112,2026-03-01,19095.21,15,1,Promise To Pay,Partial,5728.56
LN20584,AGT124,2026-03-01,45530.5,60,3,Responsive,Paid,45530.5
LN20585,AGT154,2026-03-01,19239.18,15,1,Responsive,Partial,9619.59
LN20586,AGT172,2026-03-01,12303.27,0,0,No Answer,Paid,12303.27
LN20587,AGT124,2026-03-01,7159.27,30,2,No Answer,Unpaid,0.0
LN20588,AGT119,2026-03-01,7289.47,15,1,No Answer,Unpaid,0.0
LN20589,AGT157,2026-03-01,5169.04,15,1,Responsive,Paid,5169.04
LN20590,AGT174,2026-03-01,6502.93,0,0,Promise To Pay,Paid,6502.93
LN20591,AGT137,2026-03-01,5834.68,30,2,Promise To Pay,Partial,1750.4
LN20592,AGT159,2026-03-01,9036.15,0,0,Promise To Pay,Paid,9036.15
LN20593,AGT173,2026-03-01,14189.68,15,1,No Answer,Unpaid,0.0
LN20594,AGT116,2026-03-01,39023.41,90,4,Responsive,Partial,19511.71
LN20595,AGT122,2026-03-01,21892.63,30,2,No Answer,Unpaid,0.0
LN20596,AGT162,2026-03-01,26363.33,0,0,Promise To Pay,Paid,26363.33
LN20597,AGT107,2026-03-01,21040.09,90,4,Responsive,Paid,21040.09
LN20598,AGT125,2026-03-01,16089.25,30,2,Promise To Pay,Partial,4826.77
LN20599,AGT108,2026-03-01,15150.86,0,0,Promise To Pay,Paid,15150.86
LN20600,AGT153,2026-03-01,16634.01,15,1,Promise To Pay,Partial,4990.2
LN20601,AGT110,2026-03-01,90392.92,30,2,Responsive,Partial,45196.46
LN20602,AGT149,2026-03-01,12445.86,15,1,Responsive,Partial,6222.93
LN20603,AGT157,2026-03-01,4693.51,90,4,Promise To Pay,Partial,1408.05
LN20604,AGT152,2026-03-01,1201.29,0,0,Promise To Pay,Paid,1201.29
LN20605,AGT154,2026-03-01,15917.64,15,1,Promise To Pay,Partial,4775.29
LN20606,AGT128,2026-03-01,8929.86,0,0,Responsive,Paid,8929.86
LN20607,AGT108,2026-03-01,7474.2,15,1,Responsive,Paid,7474.2
LN20608,AGT165,2026-03-01,4616.2,30,2,Promise To Pay,Partial,1384.86
LN20609,AGT166,2026-03-01,77452.0,30,2,Promise To Pay,Partial,23235.6
LN20610,AGT102,2026-03-01,11878.45,60,3,No Answer,Unpaid,0.0
LN20611,AGT140,2026-03-01,10856.75,0,0,Responsive,Paid,10856.75
LN20612,AGT104,2026-03-01,10977.48,0,0,Responsive,Paid,10977.48
LN20613,AGT174,2026-03-01,7681.11,15,1,Responsive,Paid,7681.11
LN20614,AGT110,2026-03-01,13022.9,15,1,No Answer,Unpaid,0.0
LN20615,AGT150,2026-03-01,13238.52,30,2,Responsive,Partial,6619.26
LN20616,AGT138,2026-03-01,25397.83,30,2,No Answer,Unpaid,0.0
LN20617,AGT128,2026-03-01,12730.0,15,1,No Answer,Unpaid,0.0
LN20618,AGT141,2026-03-01,58853.62,15,1,Promise To Pay,Partial,17656.09
LN20619,AGT144,2026-03-01,7495.24,0,0,Responsive,Paid,7495.24
LN20620,AGT157,2026-03-01,4922.89,0,0,No Answer,Paid,4922.89
LN20621,AGT114,2026-03-01,4374.42,0,0,No Answer,Paid,4374.42
LN20622,AGT146,2026-03-01,15535.06,0,0,Responsive,Paid,15535.06
LN20623,AGT145,2026-03-01,32896.73,30,2,Responsive,Partial,16448.37
LN20624,AGT142,2026-03-01,30856.25,90,4,No Answer,Unpaid,0.0
LN20625,AGT156,2026-03-01,22065.38,0,0,Promise To Pay,Paid,22065.38
LN20626,AGT100,2026-03-01,5077.56,0,0,No Answer,Paid,5077.56
LN20627,AGT157,2026-03-01,2905.02,0,0,No Answer,Paid,2905.02
LN20628,AGT171,2026-03-01,22951.26,0,0,Responsive,Paid,22951.26
LN20629,AGT137,2026-03-01,25356.47,0,0,Promise To Pay,Paid,25356.47
LN20630,AGT118,2026-03-01,61092.79,90,4,Responsive,Paid,61092.79
LN20631,AGT140,2026-03-01,6447.97,15,1,Promise To Pay,Partial,1934.39
LN20632,AGT171,2026-03-01,3197.42,30,2,No Answer,Unpaid,0.0
LN20633,AGT118,2026-03-01,4493.67,0,0,Responsive,Paid,4493.67
LN20634,AGT129,2026-03-01,4273.84,0,0,Promise To Pay,Paid,4273.84
LN20635,AGT136,2026-03-01,13993.47,0,0,Responsive,Paid,13993.47
LN20636,AGT167,2026-03-01,8404.98,15,1,No Answer,Unpaid,0.0
LN20637,AGT111,2026-03-01,1063.15,15,1,Promise To Pay,Partial,318.94
LN20638,AGT172,2026-03-01,33725.72,90,4,Responsive,Partial,16862.86
LN20639,AGT164,2026-03-01,11579.17,0,0,No Answer,Paid,11579.17
LN20640,AGT164,2026-03-01,11424.48,15,1,No Answer,Unpaid,0.0
LN20641,AGT113,2026-03-01,28089.17,0,0,No Answer,Paid,28089.17
LN20642,AGT132,2026-03-01,41430.8,60,3,Responsive,Partial,20715.4
LN20643,AGT149,2026-03-01,13187.75,0,0,Promise To Pay,Paid,13187.75
LN20644,AGT155,2026-03-01,22176.42,15,1,Responsive,Paid,22176.42
LN20645,AGT149,2026-03-01,11906.41,30,2,Promise To Pay,Partial,3571.92
LN20646,AGT170,2026-03-01,53745.87,90,4,Promise To Pay,Partial,16123.76
LN20647,AGT114,2026-03-01,9690.07,0,0,No Answer,Paid,9690.07
LN20648,AGT102,2026-03-01,12066.37,0,0,Responsive,Paid,12066.37
LN20649,AGT122,2026-03-01,13667.13,0,0,Promise To Pay,Paid,13667.13
LN20650,AGT166,2026-03-01,10046.54,15,1,No Answer,Unpaid,0.0
LN20651,AGT114,2026-03-01,23122.57,0,0,No Answer,Paid,23122.57
LN20652,AGT132,2026-03-01,1885.72,15,1,No Answer,Unpaid,0.0
LN20653,AGT132,2026-03-01,5034.13,0,0,Promise To Pay,Paid,5034.13
LN20654,AGT119,2026-03-01,1312.04,0,0,Responsive,Paid,1312.04
LN20655,AGT126,2026-03-01,15195.99,30,2,Promise To Pay,Partial,4558.8
LN20656,AGT139,2026-03-01,2737.51,60,3,No Answer,Unpaid,0.0
LN20657,AGT106,2026-03-01,46098.71,15,1,Promise To Pay,Partial,13829.61
LN20658,AGT133,2026-03-01,4393.89,0,0,Promise To Pay,Paid,4393.89
LN20659,AGT155,2026-03-01,6267.84,0,0,Responsive,Paid,6267.84
LN20660,AGT104,2026-03-01,915.24,0,0,Responsive,Paid,915.24
LN20661,AGT126,2026-03-01,33595.37,30,2,Responsive,Paid,33595.37
LN20662,AGT110,2026-03-01,1718.98,0,0,Promise To Pay,Paid,1718.98
LN20663,AGT164,2026-03-01,18048.66,0,0,Responsive,Paid,18048.66
LN20664,AGT159,2026-03-01,6460.33,30,2,No Answer,Unpaid,0.0
LN20665,AGT137,2026-03-01,8607.29,0,0,No Answer,Paid,8607.29
LN20666,AGT100,2026-03-01,76469.28,90,4,Responsive,Partial,38234.64
LN20667,AGT154,2026-03-01,13617.23,0,0,Responsive,Paid,13617.23
LN20668,AGT143,2026-03-01,36764.1,60,3,No Answer,Unpaid,0.0
LN20669,AGT137,2026-03-01,30662.49,90,4,Responsive,Paid,30662.49
LN20670,AGT110,2026-03-01,8234.15,0,0,Responsive,Paid,8234.15
LN20671,AGT145,2026-03-01,93767.74,60,3,No Answer,Unpaid,0.0
LN20672,AGT107,2026-03-01,7385.18,0,0,No Answer,Paid,7385.18
LN20673,AGT151,2026-03-01,7677.73,0,0,Promise To Pay,Paid,7677.73
